attack,epsilon,alpha,num_steps,source_clean_accuracy,target_clean_accuracy,source_adv_accuracy,target_adv_accuracy,source_accuracy_drop,target_accuracy_drop,source_asr,transfer_asr,mean_l2,mean_linf,time_s,setting,source_model,target_model
PGD,0.0005,0.000125,10,0.9118236472945892,0.9308617234468938,0.7865731462925851,0.9248496993987976,0.12525050100200408,0.006012024048096198,0.13736263736263737,0.0022701475595913734,0.1795821019069465,0.000500023365020752,4.191143035888672,black-box transfer,ResNet18,MobileNetV2
PGD,0.001,0.00025,10,0.9118236472945892,0.9308617234468938,0.6022044088176353,0.9208416833667334,0.30961923847695394,0.01002004008016033,0.3395604395604396,0.0056753688989784334,0.3507719020805282,0.0010000020265579224,3.804668426513672,black-box transfer,ResNet18,MobileNetV2
PGD,0.003,0.00075,10,0.9118236472945892,0.9308617234468938,0.09619238476953908,0.9008016032064128,0.8156312625250501,0.030060120240480992,0.8945054945054945,0.02043132803632236,0.9854290547495137,0.003000020980834961,4.237295150756836,black-box transfer,ResNet18,MobileNetV2
PGD,0.005,0.00125,10,0.9118236472945892,0.9308617234468938,0.012024048096192385,0.8837675350701403,0.8997995991983968,0.0470941883767535,0.9868131868131869,0.03518728717366629,1.5625397418448348,0.005000025033950806,3.823565721511841,black-box transfer,ResNet18,MobileNetV2
PGD,0.01,0.0025,10,0.9118236472945892,0.9308617234468938,0.0,0.8266533066132264,0.9118236472945892,0.10420841683366733,1.0,0.08853575482406356,2.8733023374018547,0.010000020265579224,4.347757816314697,black-box transfer,ResNet18,MobileNetV2
