model,learning_rate,max_epochs,epochs_completed,best_epoch,train_loss_final,train_accuracy_final,best_val_loss,val_accuracy_at_best_loss,test_loss,test_accuracy,training_time_s
MobileNetV2,0.0001,50,26,6,0.09964300018642097,0.9630325814536341,0.216036836602143,0.9258517034068137,0.19744759012246504,0.9308617234468938,77.90324544906616
