attack,epsilon,overshoot,max_iter,source_clean_accuracy,target_clean_accuracy,source_adv_accuracy,target_adv_accuracy,source_accuracy_drop,target_accuracy_drop,source_asr,transfer_asr,mean_l2,mean_linf,time_s,setting,source_model,target_model
DeepFool,,0.02,50,0.9118236472945892,0.9308617234468938,0.07515030060120241,0.9268537074148296,0.8366733466933868,0.004008016032064132,0.9703296703296703,0.004540295119182747,0.4062607945325618,0.01601552068888544,39.86743378639221,black-box transfer,ResNet18,MobileNetV2
