overshoot,max_iter,accuracy,accuracy_adv,accuracy_drop,asr,mean_l2_all,mean_l2_clean_correct,mean_l2_successful,time_s
0.02,50,0.9118236472945892,0.07414829659318638,0.8376753507014029,0.9703296703296703,0.40625198331767903,0.43660173520937073,0.44449924099620847,39.30579710006714
